gvkey,fyear,enp_share
004052,1982.0,1.0
004052,1983.0,1.0
004052,1984.0,1.0
004052,1985.0,1.0
004052,1986.0,1.0
004052,1987.0,1.0
004052,1988.0,1.0
004052,1989.0,1.0
004052,1990.0,1.0
004052,1991.0,1.0
004052,1992.0,1.0
004052,1993.0,1.0
004052,1994.0,1.0
004052,1995.0,1.0
004052,1996.0,1.0
004052,1997.0,1.0
004052,1998.0,1.0
004052,1999.0,1.0
004052,2000.0,1.0
004052,2001.0,1.0
004052,2002.0,1.0
004052,2003.0,1.0
004052,2004.0,1.0
004052,2005.0,1.0
004052,2006.0,1.0
004052,2007.0,1.0
004052,2008.0,1.0
004052,2009.0,1.0
004052,2010.0,1.0
004052,2011.0,1.0
004052,2012.0,1.0
004052,2013.0,1.0
004052,2014.0,1.0
004081,1977.0,1.0
004081,1978.0,1.0
004081,1979.0,1.0
004081,1980.0,1.0
004081,1981.0,1.0
004081,1982.0,1.0
004081,1983.0,1.0
004081,1984.0,1.0
004081,1985.0,1.0
004081,1986.0,1.0
004081,1987.0,1.0
004081,1988.0,1.0
004114,1977.0,1.0
004114,1978.0,1.0
004114,1979.0,1.0
004114,1980.0,1.0
004114,1981.0,1.0
004114,1982.0,1.0
004114,1983.0,1.0
004114,1984.0,1.0
004166,1980.0,1.0
004166,1981.0,1.0
004166,1982.0,1.0
004166,1983.0,1.0
004166,1984.0,1.0
004166,1985.0,1.0
004166,1986.0,1.0
004166,1987.0,1.0
004166,1988.0,1.0
004166,1989.0,1.0
004166,1990.0,1.0
004166,1998.0,1.0
004166,1999.0,1.0
004166,2000.0,1.0
004166,2001.0,1.0
004166,2002.0,1.0
004206,1978.0,1.0
004233,1980.0,1.0
004233,1981.0,1.0
004233,1982.0,1.0
004233,1983.0,1.0
004233,1984.0,1.0
004318,1980.0,1.0
004318,1981.0,1.0
004318,1982.0,1.0
004318,1983.0,1.0
004318,1984.0,1.0
004325,1980.0,1.0
004325,1981.0,1.0
004325,1982.0,1.0
004325,1983.0,1.0
004325,1984.0,1.0
004342,1981.0,0.8202380952380952
004354,1983.0,1.0
004354,1984.0,1.0
004356,1981.0,1.0
004356,1982.0,1.0
004356,1983.0,1.0
004356,1984.0,1.0
004357,1981.0,1.0
004357,1982.0,1.0
004357,1983.0,1.0
004357,1984.0,1.0
004357,1985.0,1.0
004357,1986.0,1.0
004358,1977.0,1.0
004358,1978.0,1.0
004358,1979.0,1.0
004358,1980.0,1.0
004358,1981.0,1.0
004358,1982.0,1.0
004360,1981.0,1.0
004360,1982.0,1.0
004360,1983.0,1.0
004360,1984.0,1.0
004360,1985.0,1.0
004361,1977.0,1.0
004361,1978.0,1.0
004361,1979.0,1.0
004361,1980.0,1.0
004361,1981.0,1.0
004361,1982.0,1.0
004361,1983.0,1.0
004362,1979.0,1.0
004362,1980.0,1.0
004362,1981.0,1.0
004362,1982.0,1.0
004362,1983.0,1.0
004362,1984.0,1.0
004362,1985.0,1.0
004363,1983.0,1.0
004366,1976.0,1.0
004366,1977.0,1.0
004366,1978.0,1.0
004366,1979.0,1.0
004366,1980.0,1.0
004366,1981.0,1.0
004369,1999.0,1.0
004369,2000.0,1.0
004376,1980.0,1.0
004376,1981.0,1.0
004376,1982.0,1.0
004376,1983.0,1.0
004376,1984.0,1.0
004376,1985.0,1.0
004376,1986.0,1.0
004376,1987.0,1.0
004376,1988.0,1.0
004386,1982.0,1.0
004386,1983.0,1.0
004386,1984.0,1.0
004394,1982.0,1.0
004394,1983.0,1.0
004394,1984.0,1.0
004394,1985.0,1.0
004394,1986.0,1.0
004394,1987.0,1.0
004394,1988.0,1.0
004430,2016.0,0.8624091303623346
004430,2017.0,0.9195746614505855
004430,2018.0,1.0
004430,2019.0,1.0
004430,2020.0,1.0
004430,2021.0,1.0
004430,2022.0,0.9990913200054043
004430,2023.0,0.9990906686903298
004430,2024.0,0.950035926208762
004434,1977.0,1.0
004434,1978.0,1.0
004434,1979.0,1.0
004434,1980.0,1.0
004434,1981.0,1.0
004434,1982.0,1.0
004434,1983.0,1.0
004434,1984.0,1.0
004434,1985.0,1.0
004434,1986.0,1.0
004434,1987.0,1.0
004434,1988.0,1.0
004434,1989.0,1.0
004434,1990.0,1.0
004434,1991.0,1.0
004434,1992.0,1.0
004434,1993.0,1.0
004434,1994.0,1.0
004434,1995.0,1.0
004434,1996.0,1.0
004434,1997.0,1.0
004434,1998.0,1.0
004434,1999.0,1.0
004434,2000.0,1.0
004434,2001.0,1.0
004434,2002.0,1.0
004434,2003.0,1.0
004442,1979.0,1.0
004472,1981.0,1.0
004472,1982.0,1.0
004472,1983.0,1.0
004472,1984.0,1.0
004472,1985.0,1.0
004472,1986.0,1.0
004472,1987.0,1.0
004472,1988.0,1.0
004478,1978.0,1.0
004478,1979.0,1.0
004478,1980.0,1.0
004478,1981.0,1.0
004478,1982.0,1.0
004478,1983.0,1.0
004478,1984.0,1.0
004484,1981.0,1.0
004484,1982.0,1.0
004484,1983.0,1.0
004484,1984.0,1.0
004488,1977.0,1.0
004488,1978.0,1.0
004488,1979.0,1.0
004488,1980.0,1.0
004488,1981.0,1.0
004488,1982.0,1.0
004496,1980.0,1.0
004496,1981.0,1.0
004496,1982.0,1.0
004496,1983.0,1.0
004496,1984.0,1.0
004496,1985.0,1.0
004496,1986.0,1.0
004496,1987.0,1.0
004496,1988.0,1.0
004496,1989.0,1.0
004496,1990.0,1.0
004496,1991.0,1.0
004496,1992.0,1.0
004496,1996.0,1.0
004496,1997.0,1.0
004496,1998.0,1.0
004496,1999.0,1.0
004496,2000.0,1.0
004496,2001.0,1.0
004496,2002.0,1.0
004496,2003.0,1.0
004496,2004.0,1.0
004496,2005.0,1.0
004496,2006.0,1.0
004496,2007.0,1.0
004496,2008.0,1.0
004502,1978.0,1.0
004502,1979.0,1.0
004502,1980.0,1.0
004502,1981.0,1.0
004502,1982.0,1.0
004502,1983.0,1.0
004552,1979.0,1.0
004552,1980.0,1.0
004552,1981.0,1.0
004552,1982.0,1.0
004552,1983.0,1.0
004552,1984.0,1.0
004552,1985.0,1.0
004552,1986.0,1.0
004552,1987.0,1.0
004552,1988.0,1.0
004552,1989.0,1.0
004552,1990.0,1.0
004552,1991.0,1.0
004552,1992.0,1.0
004552,1993.0,1.0
004614,1984.0,1.0
004614,1985.0,1.0
004614,1986.0,1.0
004614,1987.0,1.0
004614,1988.0,1.0
004614,1989.0,1.0
004618,1983.0,0.864797507788162
004717,1981.0,1.0
004717,1982.0,1.0
004718,1985.0,1.0
004720,1981.0,1.0
004720,1982.0,1.0
004720,1983.0,1.0
004753,1980.0,1.0
004821,1976.0,0.8161702901020015
004844,1977.0,1.0
004844,1978.0,1.0
004844,1979.0,1.0
004844,1980.0,1.0
004844,1981.0,1.0
004844,1982.0,1.0
004844,1983.0,1.0
004844,1984.0,1.0
004844,1985.0,1.0
004844,1986.0,1.0
004844,1987.0,1.0
004844,1988.0,1.0
004844,1989.0,1.0
004844,1990.0,1.0
004844,1991.0,1.0
004844,1992.0,1.0
004844,1993.0,1.0
004844,1994.0,1.0
004844,1995.0,1.0
004844,2000.0,0.8135146777623502
004844,2001.0,0.800408388462696
004844,2003.0,1.0
004844,2004.0,1.0
004844,2005.0,1.0
004844,2006.0,1.0
004844,2007.0,1.0
004844,2008.0,1.0
004844,2009.0,1.0
004844,2010.0,1.0
004844,2011.0,1.0
004844,2012.0,1.0
004844,2013.0,1.0
004859,1983.0,1.0
004859,1984.0,1.0
004868,1981.0,1.0
004868,1982.0,1.0
004868,1983.0,1.0
004868,1984.0,1.0
004868,1985.0,1.0
004868,1986.0,1.0
004868,1987.0,1.0
004868,1988.0,1.0
004876,1977.0,1.0
004876,1978.0,1.0
004876,1979.0,1.0
004876,1980.0,1.0
004876,1981.0,1.0
004898,1976.0,1.0
004898,1977.0,1.0
004898,1978.0,1.0
004898,1979.0,1.0
004898,1980.0,0.997737556561086
004898,1981.0,0.943046357615894
004913,1983.0,1.0
004913,1984.0,1.0
004913,1985.0,1.0
004966,1983.0,1.0
004970,1977.0,1.0
004970,1978.0,1.0
004970,1979.0,1.0
004970,1980.0,1.0
004970,1981.0,1.0
004970,1982.0,1.0
004970,1983.0,1.0
004970,1984.0,1.0
004970,1985.0,1.0
004970,1986.0,1.0
005025,1976.0,1.0
005025,1977.0,1.0
005025,1978.0,1.0
005025,1979.0,1.0
005025,1980.0,1.0
005025,1981.0,1.0
005025,1982.0,1.0
005051,1982.0,1.0
005062,1980.0,1.0
005062,1981.0,1.0
005062,1982.0,1.0
005062,1983.0,1.0
005062,1984.0,1.0
005062,1985.0,1.0
005062,1986.0,1.0
005078,1981.0,1.0
005078,1982.0,1.0
005129,1997.0,0.8174224343675418
005129,1999.0,0.8047904191616766
005129,2000.0,0.9291998324256389
005129,2001.0,0.8702073274637887
005129,2006.0,0.8150484343320568
005130,1979.0,1.0
005130,1980.0,1.0
005130,1981.0,1.0
005130,1982.0,1.0
005130,1983.0,1.0
005130,1984.0,1.0
005130,1985.0,1.0
005130,1986.0,1.0
005130,1987.0,1.0
005130,1988.0,1.0
005130,1989.0,1.0
005130,1990.0,1.0
005130,1991.0,1.0
005140,1984.0,1.0
005140,1985.0,1.0
005140,1988.0,1.0
005140,1992.0,0.9889135254988913
005157,1981.0,1.0
005177,1977.0,1.0
005177,1978.0,1.0
005177,1979.0,1.0
005177,1980.0,1.0
005177,1981.0,1.0
005177,1982.0,1.0
005177,1983.0,1.0
005177,1984.0,1.0
005177,1985.0,1.0
005177,1986.0,1.0
005177,1987.0,1.0
005177,1988.0,1.0
005177,1989.0,1.0
005177,1990.0,1.0
005177,1991.0,1.0
005177,1992.0,1.0
005177,1993.0,1.0
005177,1994.0,1.0
005177,1995.0,1.0
005186,1977.0,1.0
005186,1978.0,1.0
005188,1980.0,1.0
005188,1981.0,1.0
005188,1982.0,1.0
005188,1983.0,1.0
005188,1984.0,1.0
005188,1985.0,1.0
005188,1986.0,1.0
005188,1987.0,1.0
005188,1988.0,1.0
005188,1989.0,1.0
005212,1976.0,1.0
005212,1977.0,1.0
005212,1978.0,1.0
005212,1979.0,1.0
005212,1980.0,1.0
005212,1981.0,1.0
005212,1982.0,1.0
005212,1983.0,1.0
005212,1984.0,1.0
005212,1985.0,1.0
005212,1986.0,1.0
005212,1987.0,1.0
005212,1988.0,1.0
005294,1984.0,1.0
005294,1985.0,1.0
005294,1986.0,1.0
005300,1980.0,1.0
005300,1981.0,1.0
005300,1982.0,1.0
005300,1983.0,1.0
005300,1984.0,1.0
005300,1985.0,1.0
005300,1986.0,1.0
005303,1981.0,0.9078627258139654
005335,1979.0,1.0
005335,1980.0,1.0
005335,1981.0,1.0
005335,1982.0,1.0
005335,1983.0,1.0
005335,1984.0,1.0
005335,1985.0,1.0
005335,1986.0,1.0
005384,1977.0,1.0
005384,1980.0,0.8480087288597926
005384,1983.0,1.0
005401,1983.0,1.0
005401,1984.0,1.0
005401,1985.0,1.0
005447,1977.0,1.0
005447,1978.0,1.0
005451,1977.0,1.0
005451,1978.0,1.0
005451,1988.0,1.0
005451,1989.0,1.0
005451,1990.0,1.0
005466,1977.0,1.0
005466,1978.0,1.0
005466,1979.0,1.0
005466,1980.0,1.0
005466,1981.0,1.0
005466,1982.0,1.0
005466,1983.0,1.0
005466,1984.0,1.0
005466,1985.0,1.0
005466,1986.0,1.0
005475,1979.0,1.0
005475,1980.0,1.0
005475,1981.0,1.0
005475,1982.0,1.0
005475,1983.0,1.0
005475,1986.0,0.8982053545160341
005475,1994.0,1.0
005475,1995.0,1.0
005475,1996.0,1.0
005475,1997.0,1.0
005475,1998.0,1.0
005475,1999.0,1.0
005475,2000.0,1.0
005475,2001.0,1.0
005475,2002.0,1.0
005475,2003.0,1.0
005475,2004.0,1.0
005475,2005.0,1.0
005475,2006.0,1.0
005475,2007.0,1.0
005475,2008.0,1.0
005475,2012.0,1.0
005475,2013.0,1.0
005475,2014.0,1.0
005498,1980.0,1.0
005498,1981.0,1.0
005498,1982.0,1.0
005498,1983.0,1.0
005498,1984.0,1.0
005583,1984.0,1.0
005583,1985.0,1.0
005583,1986.0,1.0
005583,1987.0,1.0
005583,1988.0,1.0
005583,1989.0,1.0
005583,1990.0,1.0
005583,1991.0,1.0
005583,1994.0,1.0
005583,1995.0,1.0
005583,1996.0,1.0
005583,1997.0,1.0
005583,1998.0,1.0
005583,1999.0,1.0
005583,2000.0,1.0
005583,2001.0,1.0
005583,2002.0,1.0
005583,2003.0,1.0
005583,2004.0,1.0
005583,2005.0,1.0
005583,2006.0,1.0
005583,2007.0,1.0
005583,2008.0,1.0
005583,2009.0,1.0
005583,2010.0,1.0
005583,2011.0,1.0
005583,2012.0,1.0
005583,2013.0,1.0
005583,2014.0,1.0
005583,2015.0,1.0
005583,2016.0,1.0
005583,2017.0,1.0
005583,2018.0,1.0
005585,1979.0,1.0
005585,1980.0,1.0
005585,1981.0,1.0
005585,1982.0,1.0
005585,1983.0,1.0
005585,1984.0,1.0
005587,1981.0,1.0
005587,1982.0,1.0
005587,1983.0,1.0
005587,1984.0,1.0
005587,1985.0,1.0
005587,1986.0,1.0
005587,1987.0,1.0
005587,1988.0,1.0
005587,1989.0,1.0
005587,1990.0,1.0
005598,1976.0,1.0
005598,1977.0,1.0
005598,1978.0,1.0
005598,1979.0,1.0
005598,1980.0,1.0
005598,1981.0,1.0
005598,1982.0,1.0
005598,1983.0,1.0
005598,1984.0,1.0
005598,1985.0,1.0
005598,1986.0,1.0
005598,1987.0,1.0
005598,1988.0,1.0
005598,1989.0,1.0
005610,1981.0,1.0
005610,1982.0,1.0
005617,1983.0,1.0
005617,1984.0,1.0
005617,1985.0,1.0
005617,1986.0,1.0
005617,1987.0,1.0
005630,1984.0,1.0
005630,1985.0,1.0
005630,1986.0,1.0
005637,1977.0,0.8324873096446701
005637,1978.0,0.804635761589404
005637,1983.0,0.8367346938775511
005682,1977.0,1.0
005683,1977.0,1.0
005683,1978.0,1.0
005683,1979.0,1.0
005740,1984.0,1.0
005740,1985.0,1.0
005740,1986.0,1.0
005745,1976.0,1.0
005745,1977.0,0.8695116769482563
005745,1978.0,0.8098655846587621
005745,1979.0,0.8162735904486592
005745,1980.0,0.9772922176444837
005757,1997.0,1.0
005757,1998.0,1.0
005757,1999.0,1.0
005757,2000.0,1.0
005757,2001.0,1.0
005771,1976.0,0.8830694408095613
005771,1977.0,1.0
005771,1978.0,1.0
005771,1979.0,1.0
005771,1980.0,1.0
005896,1981.0,1.0
005896,1982.0,1.0
005896,1983.0,1.0
005896,1984.0,1.0
005896,1985.0,1.0
005896,1986.0,1.0
005896,1987.0,1.0
005896,1988.0,1.0
005940,1977.0,1.0
005940,1978.0,1.0
005940,1979.0,0.8405679947797462
005940,1980.0,0.8231382071675103
005940,1981.0,0.8135613098878268
005940,1982.0,0.8681753616592887
005940,1983.0,0.9347725698453012
005940,1984.0,0.8609162397624563
005940,1985.0,0.8377402599199076
005999,1983.0,1.0
006047,1993.0,1.0
006047,1994.0,1.0
006047,1995.0,1.0
006047,1996.0,1.0
006047,1997.0,1.0
006047,1998.0,1.0
006047,1999.0,1.0
006047,2000.0,1.0
006055,1980.0,1.0
006055,1981.0,1.0
006055,1982.0,1.0
006055,1983.0,1.0
006055,1984.0,1.0
006055,1985.0,1.0
006057,1983.0,1.0
006095,1981.0,1.0
006112,1976.0,1.0
006112,1977.0,1.0
006112,1978.0,1.0
006112,1979.0,1.0
006112,1980.0,1.0
006112,1981.0,1.0
006112,1982.0,1.0
006112,1983.0,1.0
006112,1984.0,1.0
006112,1985.0,1.0
006112,1986.0,1.0
006112,1987.0,1.0
006112,1988.0,1.0
006112,1989.0,1.0
006112,1990.0,1.0
006155,1977.0,0.9154929577464788
006155,1978.0,0.9821428571428571
006155,1982.0,0.9193729003359463
006155,1983.0,0.9277591973244147
006155,1984.0,0.8953828170660433
006155,1985.0,1.0
006155,1986.0,1.0
006155,1987.0,1.0
006155,1988.0,1.0
006161,1983.0,1.0
006161,1984.0,1.0
006161,1985.0,1.0
006161,1986.0,1.0
006161,1987.0,1.0
006161,1988.0,1.0
006161,1989.0,1.0
006161,1990.0,1.0
006161,1991.0,1.0
006161,1992.0,1.0
006161,1993.0,1.0
006161,1994.0,1.0
006194,1984.0,1.0
006194,1985.0,1.0
006194,1986.0,1.0
006194,1987.0,1.0
006194,1988.0,1.0
006194,1989.0,1.0
006194,1990.0,1.0
006194,1991.0,1.0
006194,1992.0,1.0
006194,1993.0,1.0
006194,1994.0,1.0
006194,1995.0,1.0
006194,1996.0,1.0
006194,1997.0,1.0
006194,1998.0,1.0
006194,1999.0,1.0
006194,2000.0,1.0
006194,2001.0,1.0
006194,2002.0,1.0
006194,2003.0,1.0
006194,2006.0,1.0
006194,2007.0,1.0
006194,2008.0,1.0
006194,2009.0,1.0
006194,2010.0,1.0
006194,2011.0,1.0
006220,1979.0,1.0
006220,1980.0,1.0
006220,1981.0,1.0
006237,1981.0,1.0
006237,1982.0,1.0
006237,1983.0,1.0
006244,1980.0,1.0
006244,1981.0,1.0
006244,1982.0,1.0
006244,1983.0,1.0
006244,1984.0,0.9880382775119618
006296,1976.0,1.0
006296,1977.0,1.0
006296,1978.0,1.0
006296,1979.0,1.0
006296,1980.0,1.0
006296,1981.0,1.0
006311,1977.0,1.0
006311,1978.0,1.0
006311,1979.0,1.0
006311,1980.0,1.0
006311,1981.0,1.0
006311,1982.0,1.0
006311,1983.0,1.0
006311,1984.0,1.0
006311,1985.0,1.0
006311,1986.0,1.0
006311,1987.0,1.0
006311,1988.0,1.0
006311,1989.0,1.0
006311,1990.0,1.0
006311,1991.0,1.0
006311,1992.0,1.0
006311,1993.0,1.0
006311,1994.0,1.0
006311,1995.0,1.0
006311,1996.0,1.0
006311,1997.0,1.0
006311,1998.0,1.0
006311,1999.0,1.0
006311,2000.0,1.0
006311,2001.0,1.0
006311,2002.0,1.0
006311,2003.0,1.0
006311,2004.0,1.0
006311,2005.0,1.0
006311,2006.0,1.0
006311,2007.0,1.0
006311,2008.0,1.0
006311,2009.0,1.0
006311,2010.0,1.0
006311,2011.0,1.0
006311,2012.0,1.0
006311,2013.0,1.0
006311,2014.0,1.0
006311,2015.0,1.0
006311,2016.0,1.0
006311,2017.0,1.0
006311,2018.0,1.0
006311,2019.0,1.0
006311,2020.0,1.0
006311,2021.0,1.0
006311,2022.0,1.0
006311,2023.0,1.0
006311,2024.0,1.0
006365,1978.0,1.0
006365,1979.0,1.0
006365,1980.0,1.0
006365,1981.0,1.0
006365,1982.0,1.0
006366,1981.0,1.0
006366,1982.0,1.0
006366,1983.0,1.0
006366,1984.0,1.0
006366,1985.0,1.0
006366,1986.0,1.0
006371,1979.0,0.8080229226361031
006371,1980.0,0.8318965517241379
006371,1982.0,1.0
006371,1983.0,1.0
006371,1984.0,1.0
006371,1985.0,1.0
006371,1986.0,1.0
006371,1987.0,1.0
006371,1988.0,1.0
006403,2003.0,0.8137475853187379
006403,2004.0,0.8422391857506362
006434,1981.0,1.0
006434,1982.0,1.0
006434,1983.0,1.0
006434,1984.0,1.0
006434,1985.0,1.0
006434,1986.0,1.0
006434,1987.0,1.0
006434,1988.0,1.0
006464,1982.0,0.9045643153526971
006464,1985.0,0.8384615384615386
006464,1998.0,1.0
006464,1999.0,1.0
006464,2000.0,1.0
006464,2001.0,1.0
006464,2002.0,1.0
006464,2003.0,1.0
006464,2004.0,1.0
006464,2005.0,1.0
006464,2006.0,1.0
006476,1982.0,1.0
006476,1983.0,1.0
006476,1984.0,1.0
006526,1982.0,0.994768962510898
006526,1983.0,0.996309963099631
006526,1984.0,1.0
006526,1985.0,0.9946808510638298
006526,1986.0,1.0
006591,1980.0,1.0
006591,1981.0,1.0
006591,1982.0,1.0
006691,1981.0,1.0
006695,1978.0,1.0
006695,1979.0,1.0
006695,1980.0,1.0
006695,1981.0,1.0
006695,1982.0,1.0
006695,1983.0,1.0
006695,1984.0,1.0
006788,1982.0,1.0
006788,1983.0,1.0
006788,1984.0,1.0
006788,1985.0,1.0
006788,1986.0,1.0
006788,1987.0,1.0
006788,1988.0,1.0
006788,1989.0,1.0
006788,1990.0,1.0
006788,1991.0,1.0
006788,1992.0,1.0
006788,1993.0,1.0
006788,1994.0,1.0
006788,1995.0,1.0
006788,1996.0,1.0
006788,1997.0,1.0
006788,1998.0,1.0
006788,1999.0,1.0
006788,2000.0,1.0
006788,2001.0,1.0
006788,2002.0,1.0
006788,2003.0,1.0
006788,2004.0,1.0
006788,2005.0,1.0
006788,2006.0,1.0
006788,2007.0,1.0
006788,2008.0,1.0
006788,2009.0,1.0
006788,2010.0,1.0
006788,2011.0,1.0
006788,2012.0,1.0
006788,2013.0,1.0
006788,2014.0,1.0
006788,2015.0,1.0
006788,2016.0,1.0
006788,2017.0,1.0
006788,2018.0,1.0
006788,2019.0,1.0
006788,2020.0,1.0
006788,2021.0,1.0
006788,2022.0,1.0
006788,2023.0,1.0
006788,2024.0,1.0
006819,1976.0,0.9798636634938586
006819,1977.0,0.9551138281687145
006819,1978.0,0.8960926405675791
006819,1979.0,0.8987959693786
006819,1980.0,0.9287782281412854
006819,1981.0,0.9523392045907388
006819,1982.0,0.9773265651438241
006819,1983.0,0.9660683550528645
006819,1984.0,1.0
006819,1985.0,1.0
006819,1986.0,1.0
006819,1987.0,1.0
006819,1988.0,1.0
006819,1989.0,1.0
006819,1990.0,1.0
006819,1991.0,1.0
006819,1992.0,1.0
006819,1993.0,1.0
006819,1994.0,1.0
006819,1995.0,1.0
006819,1996.0,1.0
006820,1977.0,1.0
006820,1978.0,1.0
006820,1979.0,1.0
006820,1980.0,1.0
006820,1981.0,1.0
006820,1982.0,1.0
006820,1983.0,1.0
006826,1976.0,1.0
006826,1977.0,1.0
006826,1978.0,1.0
006826,1979.0,1.0
006826,1980.0,1.0
006826,1981.0,1.0
006826,1982.0,1.0
006826,1983.0,1.0
006826,1984.0,1.0
006826,1985.0,1.0
006826,1986.0,1.0
006826,1987.0,1.0
006852,1985.0,1.0
006852,1986.0,1.0
006852,1987.0,1.0
006852,1988.0,1.0
006852,1989.0,1.0
006852,1990.0,1.0
006852,1991.0,1.0
006852,1992.0,1.0
006855,1980.0,1.0
006855,1981.0,1.0
006855,1982.0,1.0
006855,1983.0,1.0
006855,1984.0,1.0
006855,1985.0,1.0
006855,1986.0,1.0
006855,1987.0,1.0
006855,1988.0,1.0
006855,1989.0,1.0
006855,1990.0,1.0
006870,1985.0,0.8631368631368632
006870,1986.0,0.9137916347218672
006870,1987.0,1.0
006870,1988.0,1.0
006872,1981.0,0.9970538257478515
006872,1982.0,0.998221821505942
006872,1983.0,0.9998840694920588
006872,1984.0,0.9994169970350135
006872,1985.0,0.9109350130380305
006872,1986.0,0.8905916462229585
006872,1987.0,1.0
006896,1982.0,1.0
006896,1983.0,1.0
006896,1984.0,1.0
006896,1985.0,1.0
006896,1986.0,1.0
006896,1987.0,1.0
006896,1988.0,1.0
006896,1989.0,1.0
006896,1990.0,1.0
006896,1991.0,1.0
006896,1992.0,1.0
006896,1993.0,1.0
006896,1994.0,1.0
006896,1995.0,1.0
006896,1996.0,1.0
006896,1997.0,1.0
006896,1998.0,1.0
006934,1984.0,1.0
006934,1985.0,1.0
006934,1986.0,1.0
006934,1987.0,1.0
006934,1988.0,1.0
006934,1989.0,1.0
006934,1990.0,1.0
006934,1991.0,1.0
006936,1983.0,1.0
006936,1984.0,1.0
006936,1985.0,1.0
006936,1986.0,1.0
006936,1987.0,1.0
006936,1989.0,1.0
006936,1990.0,1.0
006936,1991.0,1.0
006936,1992.0,1.0
006936,1993.0,1.0
006936,1994.0,1.0
006936,1995.0,1.0
006936,1996.0,1.0
006936,1997.0,1.0
006936,1998.0,1.0
006936,1999.0,1.0
006936,2000.0,1.0
006936,2001.0,1.0
006936,2002.0,1.0
006936,2003.0,1.0
006936,2004.0,1.0
006936,2005.0,1.0
006936,2006.0,1.0
006936,2007.0,1.0
006936,2008.0,1.0
006936,2009.0,1.0
006936,2010.0,0.9945256087321579
006936,2011.0,1.0
006936,2012.0,0.9995624270711785
006936,2013.0,1.0
006936,2014.0,1.0
006936,2015.0,1.0
006938,1989.0,0.806562193927522
006938,1990.0,1.0
006973,1981.0,1.0
006973,1982.0,1.0
006973,1983.0,1.0
006973,1984.0,1.0
006973,1985.0,1.0
006976,1985.0,0.9146919431279621
006976,1986.0,1.0
006984,1984.0,1.0
006984,1985.0,0.9453125
006984,1986.0,1.0
006984,1987.0,1.0
006984,1989.0,1.0
006984,1990.0,1.0
006984,1991.0,1.0
007017,2011.0,0.9610077100623681
007017,2012.0,0.938426103646833
007017,2013.0,0.863841059602649
007017,2014.0,0.8517425779089065
007017,2015.0,0.8303151032234698
007017,2016.0,0.8136938724882163
007017,2017.0,1.0
007017,2018.0,1.0
007017,2019.0,1.0
007017,2020.0,1.0
007017,2021.0,1.0
007017,2022.0,1.0
007017,2023.0,1.0
007039,1977.0,1.0
007039,1978.0,1.0
007039,1979.0,1.0
007039,1980.0,1.0
007039,1981.0,1.0
007039,1982.0,1.0
007039,1983.0,1.0
007056,1981.0,1.0
007056,1982.0,1.0
007056,1983.0,1.0
007056,1984.0,1.0
007104,1980.0,1.0
007104,1981.0,1.0
007104,1982.0,1.0
007104,1983.0,1.0
007104,1984.0,1.0
007129,1982.0,1.0
007129,1983.0,1.0
007129,1984.0,1.0
007129,1985.0,1.0
007137,1992.0,1.0
007137,1993.0,1.0
007137,1994.0,1.0
007137,1995.0,1.0
007137,1996.0,1.0
007137,1997.0,1.0
007137,1998.0,1.0
007137,1999.0,1.0
007137,2000.0,1.0
007137,2001.0,1.0
007140,1984.0,1.0
007140,1985.0,1.0
007140,1986.0,1.0
007140,1987.0,1.0
007150,1980.0,1.0
007150,1981.0,1.0
007150,1982.0,1.0
007150,1983.0,1.0
007159,1977.0,1.0
007159,1978.0,1.0
007159,1979.0,1.0
007159,1980.0,1.0
007159,1981.0,1.0
007159,1982.0,1.0
007159,1983.0,1.0
007159,1984.0,1.0
007159,1985.0,1.0
007159,1986.0,1.0
007159,1987.0,1.0
007159,1988.0,1.0
007159,1989.0,1.0
007159,1990.0,1.0
007159,1991.0,1.0
007159,1992.0,1.0
007159,1993.0,1.0
007159,1994.0,1.0
007159,1995.0,1.0
007159,1996.0,1.0
007176,1978.0,1.0
007176,1979.0,1.0
007176,1980.0,1.0
007265,1980.0,1.0
007265,1981.0,1.0
007265,1982.0,1.0
007265,1983.0,1.0
007265,1984.0,1.0
007265,1985.0,1.0
007265,1986.0,1.0
007276,1976.0,1.0
007276,1977.0,1.0
007276,1978.0,1.0
007276,1979.0,1.0
007276,1980.0,1.0
007276,1981.0,1.0
007276,1982.0,1.0
007276,1983.0,1.0
007276,1984.0,1.0
007276,1985.0,1.0
007276,1986.0,1.0
007276,1987.0,1.0
007276,1988.0,1.0
007276,1989.0,1.0
007276,1990.0,1.0
007276,1991.0,1.0
007276,1992.0,1.0
007276,1993.0,1.0
007276,1994.0,1.0
007276,1995.0,1.0
007276,1996.0,1.0
007303,1989.0,1.0
007303,1990.0,1.0
007303,1991.0,1.0
007303,1992.0,1.0
007303,1993.0,1.0
007303,1994.0,1.0
007303,1995.0,1.0
007303,1996.0,1.0
007303,1997.0,1.0
007303,1998.0,1.0
007309,1977.0,1.0
007309,1978.0,1.0
007309,1979.0,1.0
007309,1980.0,1.0
007309,1981.0,1.0
007309,1982.0,1.0
007309,1983.0,1.0
007309,1984.0,1.0
007309,1985.0,1.0
007309,1986.0,1.0
007309,1987.0,1.0
007309,1988.0,1.0
007309,1989.0,1.0
007309,1990.0,1.0
007309,1991.0,1.0
007309,1992.0,1.0
007309,1993.0,1.0
007309,1994.0,1.0
007309,1995.0,1.0
007309,1996.0,1.0
