stype,tic,gvkey,sic,snms,sales,fyear
OPSEG,MPET,006936,1311,Corporate,,2011.0
OPSEG,MPET,006936,1311,Magellan Petroleum (UK) Ltd,,2011.0
OPSEG,MPET,006936,1311,Eliminations,,2011.0
OPSEG,MPET,006936,1311,Magellan Petroleum Corporation,2.723,2011.0
OPSEG,MPET,006936,1311,Magellan Petroleum Australia Limited,12.775,2011.0
OPSEG,MPET,006936,1311,Nautilus,3.804,2011.0
OPSEG,MPET,006936,1311,Magellan Petroleum Australia,7.533,2012.0
OPSEG,MPET,006936,1311,Nautilus Poplar LLC,6.173,2012.0
OPSEG,MPET,006936,1311,Corporate,0.646,2012.0
OPSEG,MPET,006936,1311,Magellan Petroleum (UK) Ltd,0.0,2012.0
OPSEG,MPET,006936,1311,Eliminations,-0.64,2012.0
OPSEG,MPET,006936,1311,Magellan Petroleum Australia,0.939,2013.0
OPSEG,MPET,006936,1311,Nautilus Poplar LLC,6.131,2013.0
OPSEG,MPET,006936,1311,Corporate,0.329,2013.0
OPSEG,MPET,006936,1311,Magellan Petroleum (UK) Ltd,0.0,2013.0
OPSEG,MPET,006936,1311,Eliminations,-0.329,2013.0
OPSEG,MPET,006936,1311,Magellan Petroleum Australia,0.0,2014.0
OPSEG,MPET,006936,1311,Corporate,0.0,2014.0
OPSEG,MPET,006936,1311,Magellan Petroleum (UK) Ltd,0.0,2014.0
OPSEG,MPET,006936,1311,Eliminations,0.0,2014.0
OPSEG,MPET,006936,1311,Nautilus Poplar LLC,7.601,2014.0
OPSEG,MPET,006936,1311,Magellan Petroleum Australia,0.0,2015.0
OPSEG,MPET,006936,1311,Corporate,0.0,2015.0
OPSEG,MPET,006936,1311,Magellan Petroleum (UK) Ltd,0.0,2015.0
OPSEG,MPET,006936,1311,Eliminations,0.0,2015.0
OPSEG,MPET,006936,1311,Nautilus Poplar LLC,4.459,2015.0
OPSEG,MPET,006936,1311,Magellan Petroleum Australia,0.0,2016.0
OPSEG,MPET,006936,1311,Corporate,0.0,2016.0
OPSEG,MPET,006936,1311,Magellan Petroleum (UK) Ltd,0.0,2016.0
OPSEG,MPET,006936,1311,Eliminations,0.0,2016.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,16.563,1980.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,2.647,1980.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,6.827,1980.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,20.148,1981.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,6.926,1981.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,12.209,1981.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,21.604,1982.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,7.087,1982.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,4.919,1982.0
BUSSEG,MCEN,006938,1311,OTHER,0.235,1982.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,19.105,1983.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,6.64,1983.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,4.847,1983.0
BUSSEG,MCEN,006938,1311,OTHER,0.0,1983.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,9.906,1984.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,21.478,1984.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,0.124,1984.0
BUSSEG,MCEN,006938,1311,OTHER,0.0,1984.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,8.155,1985.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,15.25,1985.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,0.0,1985.0
BUSSEG,MCEN,006938,1311,OTHER,0.0,1985.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,4.406,1986.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,9.19,1986.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,0.0,1986.0
BUSSEG,MCEN,006938,1311,OTHER,0.0,1986.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,0.226,1987.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,0.013,1987.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,1.079,1987.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,0.768,1988.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,0.08,1988.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,1.717,1988.0
BUSSEG,MCEN,006938,1311,OTHER,0.109,1988.0
BUSSEG,MCEN,006938,1311,OIL & GAS - ONSHORE,1.636,1989.0
BUSSEG,MCEN,006938,1311,GAS GATHERING SYSTEM,0.137,1989.0
BUSSEG,MCEN,006938,1311,CONTRACT DRILLING,0.258,1989.0
BUSSEG,MCEN,006938,1311,OTHER,0.011,1989.0
BUSSEG,MCEN,006938,1311,OIL & GAS/GAS GATHERING SYS,2.647,1990.0
BUSSEG,MAJX,006973,1311,OIL & GAS,5.799,1981.0
BUSSEG,MAJX,006973,1311,OIL & GAS,2.896,1982.0
BUSSEG,MAJX,006973,1311,OIL & GAS,0.577,1983.0
BUSSEG,MAJX,006973,1311,OIL & GAS,0.242,1984.0
BUSSEG,MAJX,006973,1311,OIL & GAS,0.213,1985.0
BUSSEG,MALN,006976,1311,MINERAL INTERESTS,0.07,1983.0
BUSSEG,MALN,006976,1311,MINING,0.079,1984.0
BUSSEG,MALN,006976,1311,OIL & GAS - ONSHORE,0.027,1984.0
BUSSEG,MALN,006976,1311,MINING,0.018,1985.0
BUSSEG,MALN,006976,1311,OIL & GAS - ONSHORE,0.193,1985.0
BUSSEG,MALN,006976,1311,MINING,0.0,1986.0
BUSSEG,MALN,006976,1311,OIL & GAS - ONSHORE,0.491,1986.0
BUSSEG,MALN,006976,1311,MINING,0.147,1987.0
BUSSEG,MALN,006976,1311,OIL & GAS - ONSHORE,0.447,1987.0
BUSSEG,3SYMY,006984,1311,EXPLORATION & PRODUCTION,0.057,1984.0
BUSSEG,3SYMY,006984,1311,TRADING,-0.015,1984.0
BUSSEG,3SYMY,006984,1311,EXPLORATION & PRODUCTION,0.121,1985.0
BUSSEG,3SYMY,006984,1311,TRADING,0.007,1985.0
BUSSEG,3SYMY,006984,1311,OIL & GAS - ONSHORE,0.058,1986.0
BUSSEG,3SYMY,006984,1311,OIL & GAS - ONSHORE,0.01,1987.0
BUSSEG,3SYMY,006984,1311,OIL & GAS - ONSHORE,0.0,1988.0
BUSSEG,3SYMY,006984,1311,OIL & GAS - ONSHORE,0.032,1989.0
BUSSEG,3SYMY,006984,1311,OIL & GAS - ONSHORE,0.526,1990.0
BUSSEG,3SYMY,006984,1311,OIL & GAS - ONSHORE,1.209,1991.0
BUSSEG,MRO,007017,1311,REFINED PRODUCTS & MERCHANDS,2393.765,1976.0
BUSSEG,MRO,007017,1311,CRUDE OIL & NAT GAS LIQUIDS,935.775,1976.0
BUSSEG,MRO,007017,1311,NATURAL GAS,127.651,1976.0
BUSSEG,MRO,007017,1311,TRANSPORTATION,29.968,1976.0
BUSSEG,MRO,007017,1311,OTHER,1.277,1976.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,4252.02,1977.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,4509.387,1978.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,6680.594,1979.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,8179.75,1980.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,9219.984,1981.0
BUSSEG,MRO,007017,1311,,,1982.0
BUSSEG,MRO,007017,1311,,,1983.0
BUSSEG,MRO,007017,1311,,,1984.0
BUSSEG,MRO,007017,1311,,,1985.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,8975.0,1986.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,10078.0,1987.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,8864.0,1988.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,11080.0,1989.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,13283.0,1990.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,12313.0,1991.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,11127.0,1992.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,10035.0,1993.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,10215.0,1994.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,11163.0,1995.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,13564.0,1996.0
BUSSEG,MRO,007017,1311,PETROLEUM REFINING,12932.0,1997.0
BUSSEG,MRO,007017,1311,Exploration and Production,2085.0,1998.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",19290.0,1998.0
BUSSEG,MRO,007017,1311,Energy Related Businesses,306.0,1998.0
BUSSEG,MRO,007017,1311,EXPLORATION & PRODUCTION,2085.0,1998.0
BUSSEG,MRO,007017,1311,REFINING-MARKETING-TRANS,19290.0,1998.0
BUSSEG,MRO,007017,1311,OTHER ENERGY RELATD BUSINESS,306.0,1998.0
BUSSEG,MRO,007017,1311,Exploration and Production,3228.0,1999.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",20227.0,1999.0
BUSSEG,MRO,007017,1311,Energy Related Businesses,757.0,1999.0
BUSSEG,MRO,007017,1311,Eliminations,-3973.0,1999.0
BUSSEG,MRO,007017,1311,Exploration and Production,4184.0,2000.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",28693.0,2000.0
BUSSEG,MRO,007017,1311,Other Energy Related Businesses,1550.0,2000.0
BUSSEG,MRO,007017,1311,Energy Related Businesses,1550.0,2000.0
BUSSEG,MRO,007017,1311,Exploration and Production,3991.0,2001.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",27278.0,2001.0
BUSSEG,MRO,007017,1311,Other Energy Related Businesses,1721.0,2001.0
BUSSEG,MRO,007017,1311,Energy Related Businesses,1721.0,2001.0
BUSSEG,MRO,007017,1311,Exploration and Production,3894.0,2002.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",25384.0,2002.0
BUSSEG,MRO,007017,1311,Integrated Gas,1148.0,2002.0
BUSSEG,MRO,007017,1311,Other Energy Related Businesses,2043.0,2002.0
BUSSEG,MRO,007017,1311,Exploration and Production,4406.0,2003.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",34417.0,2003.0
BUSSEG,MRO,007017,1311,Integrated Gas,2140.0,2003.0
BUSSEG,MRO,007017,1311,Other Energy Related Businesses,3209.0,2003.0
BUSSEG,MRO,007017,1311,Exploration and Production,5896.0,2004.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",43478.0,2004.0
BUSSEG,MRO,007017,1311,Integrated Gas,190.0,2004.0
BUSSEG,MRO,007017,1311,Exploration and Production,7331.0,2005.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",55805.0,2005.0
BUSSEG,MRO,007017,1311,Integrated Gas,236.0,2005.0
BUSSEG,MRO,007017,1311,Exploration and Production,8338.0,2006.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",55925.0,2006.0
BUSSEG,MRO,007017,1311,Integrated Gas,179.0,2006.0
BUSSEG,MRO,007017,1311,Exploration and Production,8426.0,2007.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",55727.0,2007.0
BUSSEG,MRO,007017,1311,Integrated Gas,218.0,2007.0
BUSSEG,MRO,007017,1311,Oil Sands Mining,181.0,2007.0
BUSSEG,MRO,007017,1311,Exploration and Production,11104.0,2008.0
BUSSEG,MRO,007017,1311,"Refining, Marketing & Trans",62445.0,2008.0
BUSSEG,MRO,007017,1311,Integrated Gas,93.0,2008.0
BUSSEG,MRO,007017,1311,Oil Sands Mining,1068.0,2008.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",62445.0,2008.0
BUSSEG,MRO,007017,1311,Exploration and Production,7782.0,2009.0
BUSSEG,MRO,007017,1311,Integrated Gas,50.0,2009.0
BUSSEG,MRO,007017,1311,Oil Sands Mining,692.0,2009.0
BUSSEG,MRO,007017,1311,"Refining, Marketing & Trans",45461.0,2009.0
BUSSEG,MRO,007017,1311,"Refining, Marketing and Trans",45499.0,2009.0
BUSSEG,MRO,007017,1311,Exploration & Production,10707.0,2010.0
BUSSEG,MRO,007017,1311,Integrated Gas,150.0,2010.0
BUSSEG,MRO,007017,1311,Oil Sands Mining,833.0,2010.0
BUSSEG,MRO,007017,1311,Exploration and Production,10707.0,2010.0
BUSSEG,MRO,007017,1311,"Refining, Marketing & Trans",62387.0,2010.0
BUSSEG,MRO,007017,1311,Exploration & Production,12982.0,2011.0
BUSSEG,MRO,007017,1311,Integrated Gas,93.0,2011.0
BUSSEG,MRO,007017,1311,Oil Sands Mining,1588.0,2011.0
BUSSEG,MRO,007017,1311,Exploration and Production,12982.0,2011.0
OPSEG,MRO,007017,1311,Corporate,0.0,2011.0
OPSEG,MRO,007017,1311,North America E&P,6978.0,2011.0
OPSEG,MRO,007017,1311,International E&P,6103.0,2011.0
BUSSEG,MRO,007017,1311,Exploration & Production,14084.0,2012.0
BUSSEG,MRO,007017,1311,Integrated Gas,0.0,2012.0
BUSSEG,MRO,007017,1311,Oil Sands Mining,1552.0,2012.0
BUSSEG,MRO,007017,1311,Corporate,52.0,2012.0
OPSEG,MRO,007017,1311,North America E&P,6395.0,2012.0
OPSEG,MRO,007017,1311,International E&P,3967.0,2012.0
OPSEG,MRO,007017,1311,Oil Sands Mining,1594.0,2013.0
OPSEG,MRO,007017,1311,Corporate,-52.0,2013.0
OPSEG,MRO,007017,1311,North America E&P,6865.0,2013.0
OPSEG,MRO,007017,1311,International E&P,2918.0,2013.0
OPSEG,MRO,007017,1311,Oil Sands Mining,1608.0,2014.0
OPSEG,MRO,007017,1311,Corporate,0.0,2014.0
OPSEG,MRO,007017,1311,North America E&P,7609.0,2014.0
OPSEG,MRO,007017,1311,International E&P,1629.0,2014.0
OPSEG,MRO,007017,1311,Corporate,50.0,2015.0
OPSEG,MRO,007017,1311,International E&P,831.0,2015.0
OPSEG,MRO,007017,1311,Oil Sands Mining,887.0,2015.0
OPSEG,MRO,007017,1311,North America E&P,3754.0,2015.0
OPSEG,MRO,007017,1311,Corporate,-110.0,2016.0
OPSEG,MRO,007017,1311,International E&P,770.0,2016.0
OPSEG,MRO,007017,1311,Oil Sands Mining,861.0,2016.0
OPSEG,MRO,007017,1311,North America E&P,2510.0,2016.0
OPSEG,MRO,007017,1311,Corporate,-81.0,2017.0
OPSEG,MRO,007017,1311,United States E&P,3167.0,2017.0
OPSEG,MRO,007017,1311,International E&P,1287.0,2017.0
BUSSEG,MRO,007017,1311,Oil and Gas,5888.0,2018.0
BUSSEG,MRO,007017,1311,Oil and Gas,4991.0,2019.0
BUSSEG,MRO,007017,1311,Oil and Gas,3213.0,2020.0
BUSSEG,MRO,007017,1311,Oil and Gas,5218.0,2021.0
BUSSEG,MRO,007017,1311,Oil and Gas,7426.0,2022.0
BUSSEG,MRO,007017,1311,Oil and Gas,6449.0,2023.0
BUSSEG,4424B,007039,1311,OIL & GAS EXPLOR-REFINING,147.484,1977.0
BUSSEG,4424B,007039,1311,OIL & GAS EXPLOR-REFINING,181.243,1978.0
BUSSEG,4424B,007039,1311,OIL & GAS EXPLOR-REFINING,323.597,1979.0
BUSSEG,4424B,007039,1311,OIL & GAS EXPLOR-REFINING,458.767,1980.0
BUSSEG,4424B,007039,1311,OIL & GAS EXPLOR-REFINING,448.033,1981.0
BUSSEG,4424B,007039,1311,OIL & GAS EXPLOR-REFINING,379.121,1982.0
BUSSEG,4424B,007039,1311,OIL & GAS EXPLOR-REFINING,54.641,1983.0
BUSSEG,4424B,007039,1311,OIL & GAS,8.771,1984.0
BUSSEG,4424B,007039,1311,DRILLING,6.946,1984.0
BUSSEG,4424B,007039,1311,REAL ESTATE,1.294,1984.0
BUSSEG,MRLNE,007056,1311,OIL & GAS,0.896,1981.0
BUSSEG,MRLNE,007056,1311,OIL & GAS,1.042,1982.0
BUSSEG,MRLNE,007056,1311,OIL & GAS,1.319,1983.0
BUSSEG,MRLNE,007056,1311,OIL & GAS,1.115,1984.0
BUSSEG,MSTR.1,007104,1311,OIL & GAS,0.32,1980.0
BUSSEG,MSTR.1,007104,1311,OIL & GAS,0.27,1981.0
BUSSEG,MSTR.1,007104,1311,OIL & GAS,0.457,1982.0
BUSSEG,MSTR.1,007104,1311,OIL & GAS,1.182,1983.0
BUSSEG,MSTR.1,007104,1311,OIL & GAS,0.784,1984.0
BUSSEG,MEP.1,007129,1311,OIL & GAS,7.4,1982.0
BUSSEG,MEP.1,007129,1311,OIL & GAS,7.562,1983.0
BUSSEG,MEP.1,007129,1311,OIL & GAS,12.135,1984.0
BUSSEG,MEP.1,007129,1311,OIL & GAS,22.98,1985.0
BUSSEG,MOIL,007137,1311,OIL & GAS,4.695,1976.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,6.934,1976.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,4.768,1977.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,8.897,1977.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,7.17,1978.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,9.325,1978.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,12.734,1979.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,11.81,1979.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,,1980.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,,1980.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,22.654,1981.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,21.145,1981.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,22.168,1982.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,11.139,1982.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,20.302,1983.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,8.567,1983.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,22.511,1984.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,10.634,1984.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,21.886,1985.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,6.514,1985.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,9.74,1986.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,3.568,1986.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,9.204,1987.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,5.675,1987.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,8.406,1988.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,7.096,1988.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,11.584,1989.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,6.83,1989.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,15.401,1990.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,10.976,1990.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,18.713,1991.0
BUSSEG,MOIL,007137,1311,CONTRACT DRILLING,7.411,1991.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,17.115,1992.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,15.023,1993.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,13.359,1994.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,20.71,1995.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,30.583,1996.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,26.477,1997.0
BUSSEG,MOIL,007137,1311,Oil & Gas Onshore,16.166,1998.0
BUSSEG,MOIL,007137,1311,OIL & GAS - ONSHORE,16.166,1998.0
BUSSEG,MOIL,007137,1311,Oil & Gas Onshore,23.392,1999.0
BUSSEG,MOIL,007137,1311,Oil & Gas Onshore,52.739,2000.0
BUSSEG,MOIL,007137,1311,Oil & Gas Onshore,53.363,2001.0
BUSSEG,3MAYMF,007140,1311,OIL & GAS - ONSHORE,1.111,1984.0
BUSSEG,3MAYMF,007140,1311,OIL & GAS - ONSHORE,0.432,1985.0
BUSSEG,3MAYMF,007140,1311,OIL & GAS - ONSHORE,0.238,1986.0
BUSSEG,3MAYMF,007140,1311,OIL & GAS - ONSHORE,0.079,1987.0
BUSSEG,MOGC,007150,1311,OIL & GAS,32.442,1980.0
BUSSEG,MOGC,007150,1311,OIL & GAS,57.492,1981.0
BUSSEG,MOGC,007150,1311,OIL & GAS,31.462,1982.0
BUSSEG,MOGC,007150,1311,OIL & GAS,38.422,1983.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS,6.101,1977.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS,5.91,1978.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS,9.088,1979.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS,14.747,1980.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,16.99,1981.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,16.162,1982.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,15.707,1983.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,16.881,1984.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,18.756,1985.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,10.738,1986.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,12.744,1987.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,12.794,1988.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,14.827,1989.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,18.975,1990.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,15.466,1991.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,14.785,1992.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,12.695,1993.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,15.31,1994.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,19.204,1995.0
BUSSEG,MCFE.1,007159,1311,OIL & GAS ONSHORE,24.541,1996.0
BUSSEG,MOX,007176,1311,OIL & GAS,14.189,1978.0
BUSSEG,MOX,007176,1311,OIL & GAS,17.169,1979.0
BUSSEG,MOX,007176,1311,OIL & GAS,32.835,1980.0
BUSSEG,4140B,007265,1311,OIL & GAS - ONSHORE,0.542,1980.0
BUSSEG,4140B,007265,1311,OIL & GAS - ONSHORE,0.292,1981.0
BUSSEG,4140B,007265,1311,OIL & GAS - ONSHORE,0.361,1982.0
BUSSEG,4140B,007265,1311,OIL & GAS - ONSHORE,0.267,1983.0
BUSSEG,4140B,007265,1311,OIL & GAS - ONSHORE,0.178,1984.0
BUSSEG,4140B,007265,1311,OIL & GAS - ONSHORE,0.186,1985.0
BUSSEG,4140B,007265,1311,OIL & GAS - ONSHORE,0.087,1986.0
BUSSEG,MXP.,007276,1311,NATURAL GAS,62.95,1976.0
BUSSEG,MXP.,007276,1311,OIL & CONDENSATE,24.942,1976.0
BUSSEG,MXP.,007276,1311,NATURAL GAS LIQUIDS,9.755,1976.0
BUSSEG,MXP.,007276,1311,OIL & GAS,137.98,1977.0
BUSSEG,MXP.,007276,1311,OIL & GAS,162.27,1978.0
BUSSEG,MXP.,007276,1311,OIL & GAS,252.407,1979.0
BUSSEG,MXP.,007276,1311,OIL & GAS,328.297,1980.0
BUSSEG,MXP.,007276,1311,OIL & GAS,366.464,1981.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,374.884,1982.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,388.322,1983.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,409.953,1984.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,354.523,1985.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,359.638,1986.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,315.343,1987.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,327.31,1988.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,326.909,1989.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,329.597,1990.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,249.546,1991.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,237.112,1992.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,222.204,1993.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,228.737,1994.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,234.959,1995.0
BUSSEG,MXP.,007276,1311,ON & OFFSHORE OIL & GAS,311.411,1996.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,0.125,1981.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,0.284,1982.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,0.694,1983.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,0.523,1984.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,1.313,1985.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,2.219,1986.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,2.255,1987.0
BUSSEG,3AROC.,007303,1311,CABLE TELEVISION,1.244,1988.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.135,1989.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.143,1990.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.157,1991.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.157,1992.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.135,1993.0
BUSSEG,3AROC.,007303,1311,REAL ESTATE,0.0,1993.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.121,1994.0
BUSSEG,3AROC.,007303,1311,REAL ESTATE,0.0,1994.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.18,1995.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.763,1996.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.658,1997.0
BUSSEG,3AROC.,007303,1311,OIL & GAS - ONSHORE,0.018,1998.0
BUSSEG,MXC,007309,1311,OIL & GAS - ONSHORE,0.541,1977.0
BUSSEG,MXC,007309,1311,OIL & GAS - ONSHORE,0.389,1978.0
BUSSEG,MXC,007309,1311,OIL & GAS - ONSHORE,0.348,1979.0
BUSSEG,MXC,007309,1311,OIL & GAS - ONSHORE,0.424,1980.0
BUSSEG,MXC,007309,1311,OIL & GAS - ONSHORE,0.33,1981.0
BUSSEG,MXC,007309,1311,OIL & GAS - ONSHORE,0.29,1982.0
BUSSEG,MXC,007309,1311,OIL & GAS - ONSHORE,0.275,1983.0
