gvkey,fyear,total_sales,domestic_sales,domestic_sales_share
006819,1995.0,688.3,662.0,0.961789917187273
006819,1996.0,720.9,697.3,0.9672631432931058
006820,1977.0,24.831,24.831,1.0
006820,1978.0,30.24,30.24,1.0
006820,1979.0,41.798,41.798,1.0
006820,1980.0,51.574,51.574,1.0
006820,1981.0,63.684,63.684,1.0
006820,1982.0,55.922,55.922,1.0
006820,1983.0,52.911,52.911,1.0
006826,1976.0,0.0,0.0,
006826,1977.0,0.407,0.407,1.0
006826,1978.0,0.338,0.338,1.0
006826,1979.0,0.573,0.573,1.0
006826,1980.0,0.758,0.758,1.0
006826,1981.0,0.685,0.685,1.0
006826,1982.0,0.834,0.834,1.0
006826,1983.0,0.463,0.463,1.0
006826,1984.0,0.149,0.149,1.0
006826,1985.0,0.137,0.137,1.0
006826,1986.0,0.169,0.169,1.0
006826,1987.0,0.112,0.112,1.0
006852,1982.0,2.166,2.166,1.0
006852,1983.0,3.619,3.619,1.0
006852,1984.0,2.174,2.174,1.0
006852,1985.0,0.64,0.64,1.0
006852,1986.0,0.512,0.512,1.0
006852,1987.0,0.585,0.585,1.0
006852,1988.0,0.661,0.661,1.0
006852,1989.0,0.408,0.408,1.0
006852,1990.0,0.454,0.454,1.0
006852,1991.0,0.461,0.461,1.0
006852,1992.0,0.271,0.271,1.0
006855,1980.0,0.065,0.065,1.0
006855,1981.0,0.607,0.607,1.0
006855,1982.0,0.773,0.773,1.0
006855,1983.0,0.5,0.5,1.0
006855,1984.0,0.633,0.633,1.0
006855,1985.0,0.577,0.577,1.0
006855,1986.0,0.361,0.361,1.0
006855,1987.0,0.287,0.287,1.0
006855,1988.0,0.268,0.268,1.0
006855,1989.0,0.284,0.284,1.0
006855,1990.0,0.232,0.232,1.0
006870,1977.0,16.638,16.638,1.0
006870,1978.0,37.408,37.408,1.0
006870,1979.0,47.223,47.223,1.0
006870,1980.0,72.015,72.015,1.0
006870,1981.0,113.868,113.868,1.0
006870,1982.0,105.039,105.039,1.0
006870,1983.0,58.498,58.498,1.0
006870,1984.0,53.537,53.537,1.0
006870,1985.0,34.707,34.707,1.0
006870,1986.0,22.868,22.868,1.0
006870,1987.0,18.672,18.672,1.0
006870,1988.0,18.084,18.084,1.0
006872,1981.0,80.769,80.769,1.0
006872,1982.0,77.377,77.377,1.0
006872,1983.0,60.374,60.374,1.0
006872,1984.0,56.811,56.811,1.0
006872,1985.0,56.921,56.921,1.0
006872,1986.0,30.306,30.306,1.0
006872,1987.0,21.723,21.723,1.0
006896,1990.0,7.776000000000001,0.105,0.013503086419753084
006896,1991.0,6.391,0.116,0.018150524174620562
006896,1992.0,4.697,0.073,0.01554183521396636
006896,1993.0,3.791,0.102,0.026905829596412554
006896,1994.0,2.969,0.117,0.03940720781407882
006896,1995.0,2.8019999999999996,0.151,0.05389007851534619
006896,1996.0,4.318,0.183,0.04238073182028717
006896,1997.0,0.827,0.827,1.0
006896,1998.0,38.923,38.923,1.0
006934,1984.0,21.580000000000002,20.768,0.9623725671918443
006934,1985.0,39.080999999999996,38.266,0.9791458765128835
006934,1986.0,85.156,85.156,1.0
006934,1987.0,79.186,79.186,1.0
006934,1988.0,156.107,156.107,1.0
006934,1989.0,134.842,134.842,1.0
006934,1990.0,136.765,136.765,1.0
006934,1991.0,146.982,146.982,1.0
006936,1977.0,0.0,0.0,
006936,1978.0,0.0,0.0,
006936,1979.0,0.0,0.0,
006936,1980.0,0.0,0.0,
006936,1981.0,0.0,0.0,
006936,1982.0,0.0,0.0,
006936,1983.0,0.399,0.007,0.017543859649122806
006936,1984.0,3.822,0.113,0.02956567242281528
006936,1985.0,9.161999999999999,0.107,0.011678672778869243
006936,1986.0,8.764,0.152,0.017343678685531723
006936,1987.0,10.961,0.077,0.007024906486634431
006936,1988.0,0.0,0.0,
006936,1989.0,9.613,0.28,0.029127223551440762
006936,1990.0,11.472000000000001,1.04,0.0906555090655509
006936,1991.0,14.366999999999999,2.68,0.1865385953922183
006936,1992.0,14.459999999999999,2.616,0.18091286307053944
006936,1993.0,12.998999999999999,1.616,0.1243172551734749
006936,1994.0,12.528,0.712,0.05683269476372924
006936,1995.0,15.424,1.311,0.08499740663900415
006936,1996.0,18.073,0.434,0.024013722126929673
006936,1997.0,0.14,0.14,1.0
006936,1998.0,0.192,0.192,1.0
006936,1999.0,0.191,0.191,1.0
006936,2000.0,0.046,0.046,1.0
006936,2001.0,0.172,0.172,1.0
006936,2002.0,0.113,0.113,1.0
006936,2003.0,0.0,0.0,
006936,2004.0,0.0,0.0,
006936,2005.0,0.0,0.0,
006936,2006.0,0.0,0.0,
006936,2007.0,0.0,0.0,
006936,2008.0,40.662,0.0,0.0
006936,2009.0,0.164,0.0,0.0
006936,2010.0,28.525000000000002,2.291,0.08031551270815074
006936,2011.0,0.0,0.0,
006936,2012.0,6.179,6.173,0.9990289690888493
006936,2013.0,6.131,6.131,1.0
006936,2014.0,7.601,7.601,1.0
006936,2015.0,4.459,4.459,1.0
006936,2016.0,0.0,0.0,
006938,1980.0,26.037,26.037,1.0
006938,1981.0,39.283,39.283,1.0
006938,1982.0,33.845,33.845,1.0
006938,1983.0,30.592,30.592,1.0
006938,1984.0,31.508,31.508,1.0
006938,1985.0,23.405,23.405,1.0
006938,1986.0,13.596,13.596,1.0
006938,1987.0,1.388,1.388,1.0
006938,1988.0,2.674,2.674,1.0
006938,1989.0,2.062,2.062,1.0
006938,1990.0,2.647,2.647,1.0
006973,1981.0,5.799,5.799,1.0
006973,1982.0,2.896,2.896,1.0
006973,1983.0,0.577,0.577,1.0
006973,1984.0,0.242,0.242,1.0
006973,1985.0,0.213,0.213,1.0
006976,1983.0,0.07,0.07,1.0
006976,1984.0,0.229,0.163,0.7117903930131004
006976,1985.0,0.23099999999999998,0.206,0.8917748917748918
006976,1986.0,0.578,0.501,0.8667820069204153
006976,1987.0,0.639,0.493,0.7715179968701095
006984,1984.0,0.057,0.0,0.0
006984,1985.0,0.073,0.0,0.0
006984,1986.0,0.058,0.0,0.0
006984,1987.0,0.01,0.0,0.0
006984,1988.0,0.0,0.0,
006984,1989.0,0.032,0.0,0.0
006984,1990.0,0.526,0.0,0.0
006984,1991.0,1.209,0.0,0.0
007017,1976.0,2904.388,2868.388,0.9876049618714855
007017,1977.0,3709.8199999999997,3648.035,0.9833455531535223
007017,1978.0,4179.286,3990.365,0.9547958670452321
007017,1979.0,6076.552000000001,5771.492,0.9497971876156083
007017,1980.0,7514.547,7260.672,0.9662155283611906
007017,1981.0,8804.232,8541.422,0.9701495826098177
007017,1982.0,0.0,0.0,
007017,1983.0,0.0,0.0,
007017,1984.0,0.0,0.0,
007017,1985.0,0.0,0.0,
007017,1986.0,0.0,0.0,
007017,1987.0,0.0,0.0,
007017,1988.0,9461.0,9449.0,0.9987316351337068
007017,1989.0,11703.0,11679.0,0.9979492437836452
007017,1990.0,13849.004,13762.004,0.9937179597897438
007017,1991.0,13354.0,13328.0,0.9980530178223753
007017,1992.0,12228.0,12210.0,0.9985279685966634
007017,1993.0,11514.0,11507.0,0.9993920444676047
007017,1994.0,12273.0,12270.0,0.9997555609875336
007017,1995.0,13132.0,13128.0,0.999695400548279
007017,1996.0,15484.004,15460.004,0.9984500133169689
007017,1997.0,15056.004,15034.004,0.998538788911055
007017,1998.0,21828.0,21296.0,0.9756276342312626
007017,1999.0,19180.0,23337.0,1.2167361835245047
007017,2000.0,32008.0,32239.0,1.0072169457635591
007017,2001.0,32279.0,31889.0,0.9879178413209827
007017,2002.0,30012.0,29930.0,0.9972677595628415
007017,2003.0,39496.0,39377.0,0.9969870366619404
007017,2004.0,47354.0,47354.0,1.0
007017,2005.0,60242.0,60242.0,1.0
007017,2006.0,59723.0,59723.0,1.0
007017,2007.0,59302.0,59302.0,1.0
007017,2008.0,68723.0,68723.0,1.0
007017,2009.0,4465.0,3326.0,0.7449048152295633
007017,2010.0,6836.0,5363.0,0.7845231129315389
007017,2011.0,7194.0,6978.0,0.9699749791492911
007017,2012.0,8437.0,6448.0,0.7642526964560863
007017,2013.0,8407.0,6813.0,0.8103960984893541
007017,2014.0,9217.0,7609.0,0.8255397634805252
007017,2015.0,3804.0,3804.0,1.0
007017,2016.0,2930.0,2375.0,0.810580204778157
007017,2017.0,4211.0,3138.0,0.7451911659938257
007017,2018.0,5888.0,4605.0,0.7820991847826086
007017,2019.0,4991.0,4654.0,0.9324784612302144
007017,2020.0,3213.0,3067.0,0.9545596016184251
007017,2021.0,5218.0,4935.0,0.9457646607895746
007017,2022.0,7426.0,7136.0,0.9609480204686237
007017,2023.0,6449.0,6228.0,0.9657311211040471
007039,1977.0,147.484,147.484,1.0
007039,1978.0,181.243,181.243,1.0
007039,1979.0,323.597,323.597,1.0
007039,1980.0,458.767,458.767,1.0
007039,1981.0,448.033,448.033,1.0
007039,1982.0,379.121,379.121,1.0
007039,1983.0,54.641,54.641,1.0
007039,1984.0,17.011,17.011,1.0
007056,1981.0,0.896,0.896,1.0
007056,1982.0,1.042,1.042,1.0
007056,1983.0,1.319,1.319,1.0
007056,1984.0,1.115,1.115,1.0
007104,1980.0,0.32,0.32,1.0
007104,1981.0,0.27,0.27,1.0
007104,1982.0,0.457,0.457,1.0
007104,1983.0,1.182,1.182,1.0
007104,1984.0,0.784,0.784,1.0
007129,1982.0,7.4,7.4,1.0
007129,1983.0,7.562,7.562,1.0
007129,1984.0,12.135,12.135,1.0
007129,1985.0,22.98,22.98,1.0
007137,1976.0,11.629000000000001,10.319,0.8873505890446298
007137,1977.0,13.665,12.468,0.9124039517014271
007137,1978.0,16.495,14.256,0.8642618975447105
007137,1979.0,24.543,21.953,0.894470928574339
007137,1980.0,0.0,0.0,
007137,1981.0,43.79900000000001,40.209,0.9180346583255324
007137,1982.0,33.307,28.187,0.8462785600624493
007137,1983.0,28.868,21.61,0.7485797422751836
007137,1984.0,33.145,23.588,0.7116608839945693
007137,1985.0,28.4,20.709,0.7291901408450705
007137,1986.0,13.309,13.309,1.0
007137,1987.0,14.879,14.879,1.0
007137,1988.0,15.502,15.502,1.0
007137,1989.0,18.414,18.414,1.0
007137,1990.0,26.377,26.377,1.0
007137,1991.0,26.124,26.124,1.0
007137,1992.0,17.115,17.115,1.0
007137,1993.0,15.023,15.023,1.0
007137,1994.0,13.359,13.359,1.0
007137,1995.0,20.71,20.71,1.0
007137,1996.0,30.583,30.583,1.0
007137,1997.0,26.477,26.477,1.0
007137,1998.0,16.166,16.166,1.0
007137,1999.0,23.392,23.392,1.0
007137,2000.0,52.739,52.739,1.0
007137,2001.0,53.363,53.363,1.0
007150,1980.0,32.442,32.442,1.0
007150,1981.0,57.492,57.492,1.0
007150,1982.0,31.462,31.462,1.0
007150,1983.0,38.422,38.422,1.0
007159,1977.0,6.101,6.101,1.0
007159,1978.0,5.91,5.91,1.0
007159,1979.0,9.088,9.088,1.0
007159,1980.0,14.747,14.747,1.0
007159,1981.0,16.99,16.99,1.0
007159,1982.0,16.162,16.162,1.0
007159,1983.0,15.707,15.707,1.0
007159,1984.0,16.881,16.881,1.0
007159,1985.0,18.756,18.756,1.0
007159,1986.0,10.738,10.738,1.0
007159,1987.0,12.744,12.744,1.0
007159,1988.0,12.794,12.794,1.0
007159,1989.0,14.827,14.827,1.0
007159,1990.0,18.975,18.975,1.0
007159,1991.0,15.466,15.466,1.0
007159,1992.0,14.785,14.785,1.0
007159,1993.0,12.695,12.695,1.0
007159,1994.0,15.31,15.31,1.0
007159,1995.0,19.204,19.204,1.0
007159,1996.0,24.541,24.541,1.0
007176,1978.0,14.189,14.189,1.0
007176,1979.0,17.169,17.169,1.0
007176,1980.0,32.835,32.835,1.0
007265,1980.0,0.542,0.542,1.0
007265,1981.0,0.292,0.292,1.0
007265,1982.0,0.361,0.361,1.0
007265,1983.0,0.267,0.267,1.0
007265,1984.0,0.178,0.178,1.0
007265,1985.0,0.186,0.186,1.0
007265,1986.0,0.087,0.087,1.0
007276,1977.0,105.679,105.679,1.0
007276,1978.0,123.181,123.181,1.0
007276,1979.0,236.305,236.305,1.0
007276,1980.0,372.359,372.359,1.0
007276,1981.0,290.409,290.409,1.0
007276,1982.0,384.681,384.681,1.0
007276,1983.0,404.53499999999997,404.431,0.9997429147045374
007276,1984.0,413.489,410.38,0.9924810575372017
007276,1985.0,354.523,354.523,1.0
007276,1986.0,359.638,359.638,1.0
007276,1987.0,315.343,315.343,1.0
007276,1988.0,327.31,327.31,1.0
007276,1989.0,326.909,326.909,1.0
007276,1990.0,329.597,329.597,1.0
007276,1991.0,249.546,249.546,1.0
007276,1992.0,237.112,237.112,1.0
007276,1993.0,222.204,222.204,1.0
007276,1994.0,228.737,228.737,1.0
007276,1995.0,234.959,234.959,1.0
007276,1996.0,311.411,311.411,1.0
007303,1981.0,0.125,0.125,1.0
007303,1982.0,0.284,0.284,1.0
007303,1983.0,0.694,0.694,1.0
007303,1984.0,0.523,0.523,1.0
007303,1985.0,1.313,1.313,1.0
007303,1986.0,2.219,2.219,1.0
007303,1987.0,2.255,2.255,1.0
007303,1988.0,1.244,1.244,1.0
007303,1989.0,0.135,0.135,1.0
007303,1990.0,0.143,0.143,1.0
007303,1991.0,0.157,0.157,1.0
007303,1992.0,0.157,0.157,1.0
007303,1993.0,0.135,0.135,1.0
007303,1994.0,0.121,0.121,1.0
007303,1995.0,0.18,0.18,1.0
007303,1996.0,0.763,0.763,1.0
007303,1997.0,0.658,0.658,1.0
007303,1998.0,0.018,0.018,1.0
007309,1977.0,0.541,0.541,1.0
007309,1978.0,0.389,0.389,1.0
007309,1979.0,0.348,0.348,1.0
007309,1980.0,0.424,0.424,1.0
007309,1981.0,0.33,0.33,1.0
007309,1982.0,0.29,0.29,1.0
007309,1983.0,0.275,0.275,1.0
007309,1984.0,0.315,0.315,1.0
007309,1985.0,0.408,0.408,1.0
007309,1986.0,0.215,0.215,1.0
007309,1987.0,0.239,0.239,1.0
007309,1988.0,0.28,0.28,1.0
007309,1989.0,0.26,0.26,1.0
007309,1990.0,0.357,0.357,1.0
007309,1991.0,0.307,0.307,1.0
007309,1992.0,0.348,0.348,1.0
007309,1993.0,0.401,0.401,1.0
007309,1994.0,0.553,0.553,1.0
007309,1995.0,0.806,0.806,1.0
007309,1996.0,1.458,1.458,1.0
007309,1997.0,2.095,2.095,1.0
007309,1998.0,1.51,1.51,1.0
007309,1999.0,1.686,1.686,1.0
007309,2000.0,3.1,3.1,1.0
007309,2001.0,1.779,1.779,1.0
007309,2002.0,2.694,2.694,1.0
007309,2003.0,2.915,2.915,1.0
007309,2004.0,2.97,2.97,1.0
007309,2005.0,3.72,3.72,1.0
007309,2006.0,2.972,2.972,1.0
007309,2007.0,3.899,3.899,1.0
007309,2008.0,4.926,4.926,1.0
007309,2009.0,3.246,3.246,1.0
007309,2010.0,3.162,3.162,1.0
007309,2011.0,3.24,3.24,1.0
007309,2012.0,3.096,3.096,1.0
007309,2013.0,4.042,4.042,1.0
007309,2014.0,3.39,3.39,1.0
007309,2015.0,2.422,2.422,1.0
007309,2016.0,2.378,2.378,1.0
007309,2017.0,2.705,2.705,1.0
007309,2018.0,2.687,2.687,1.0
007309,2019.0,2.739,2.739,1.0
007309,2020.0,2.799,2.799,1.0
007309,2021.0,6.588,6.588,1.0
007309,2022.0,9.557,9.557,1.0
007309,2023.0,6.605,6.605,1.0
007381,1981.0,0.031,0.031,1.0
007381,1982.0,0.199,0.199,1.0
007381,1983.0,0.802,0.802,1.0
007381,1984.0,1.365,1.365,1.0
007381,1985.0,1.197,1.197,1.0
007381,1986.0,0.65,0.65,1.0
007419,1983.0,2.599,2.599,1.0
007419,1984.0,5.56,5.56,1.0
007419,1985.0,5.938,5.938,1.0
007422,1981.0,3.43,3.43,1.0
007422,1982.0,3.34,3.34,1.0
007422,1983.0,1.005,1.005,1.0
007422,1984.0,1.408,1.408,1.0
007422,1985.0,0.996,0.996,1.0
007422,1986.0,1.796,1.796,1.0
007422,1987.0,1.192,1.192,1.0
007422,1988.0,1.026,1.026,1.0
007422,1989.0,0.957,0.957,1.0
007422,1990.0,0.97,0.97,1.0
007422,1991.0,0.832,0.832,1.0
007422,1992.0,1.133,1.133,1.0
007422,1993.0,1.011,1.011,1.0
007422,1994.0,0.859,0.859,1.0
007422,1995.0,0.751,0.751,1.0
007422,1996.0,1.049,1.049,1.0
007422,1997.0,0.67,0.67,1.0
007422,1998.0,1.385,1.385,1.0
007422,1999.0,5.368,5.368,1.0
007422,2000.0,28.869,28.869,1.0
007422,2001.0,61.237,53.017,0.8657674281888401
007422,2002.0,66.446,34.254,0.5155163591487825
007422,2003.0,107.549,44.17,0.4106965197258924
007422,2006.0,554.444,554.444,1.0
007422,2007.0,872.867,872.867,1.0
007422,2008.0,1874.647,1874.647,1.0
007422,2009.0,585.835,585.835,1.0
007422,2010.0,515.226,515.226,1.0
007422,2011.0,754.201,754.201,1.0
007422,2012.0,546.609,546.609,1.0
007422,2013.0,634.309,634.309,1.0
007422,2014.0,660.269,660.269,1.0
007422,2015.0,328.331,328.331,1.0
007422,2016.0,271.001,271.001,1.0
007422,2017.0,283.646,283.646,1.0
007422,2018.0,394.026,394.026,1.0
007466,1977.0,224.534,224.534,1.0
007466,1978.0,273.799,273.799,1.0
007466,1979.0,457.549,457.549,1.0
007466,1980.0,696.044,696.044,1.0
007466,1981.0,1064.844,1064.844,1.0
007466,1982.0,961.713,961.713,1.0
007466,1983.0,930.708,930.708,1.0
007466,1984.0,914.639,914.639,1.0
007466,1985.0,843.925,843.925,1.0
007466,1986.0,587.93,587.93,1.0
007466,1987.0,561.882,561.882,1.0
007466,1988.0,577.231,577.231,1.0
007466,1989.0,658.032,658.032,1.0
007466,1990.0,791.277,791.277,1.0
007466,1991.0,874.37,874.37,1.0
007466,1992.0,902.834,902.834,1.0
007466,1993.0,952.809,952.809,1.0
007466,1994.0,845.75,845.75,1.0
007466,1995.0,847.042,847.042,1.0
007466,1996.0,1101.4,1101.4,1.0
007466,1997.0,788.12,788.12,1.0
007466,1998.0,701.39,701.39,1.0
007466,1999.0,882.829,882.829,1.0
007466,2000.0,1667.25,1667.25,1.0
007472,1980.0,0.6839999999999999,0.079,0.11549707602339182
007472,1981.0,2.099,1.494,0.7117675083373034
007472,1982.0,2.7199999999999998,1.46,0.536764705882353
007472,1983.0,3.243,1.966,0.6062288004933704
007528,1982.0,2.607,0.0,0.0
007528,1983.0,3.455,0.0,0.0
007528,1984.0,4.504,0.0,0.0
007528,1985.0,2.924,0.0,0.0
007528,1986.0,1.697,0.0,0.0
007528,1987.0,1.243,0.0,0.0
007528,1988.0,1.008,0.0,0.0
007528,1989.0,0.88,0.0,0.0
007539,1981.0,0.274,0.274,1.0
007539,1982.0,0.98,0.98,1.0
007560,1976.0,22.677999999999997,13.869,0.6115618661257607
007560,1977.0,31.298000000000002,19.468,0.6220205763946578
007560,1978.0,28.14,24.248,0.8616915422885573
007560,1979.0,39.64,39.64,1.0
007560,1980.0,60.877,60.877,1.0
007560,1981.0,91.48,91.48,1.0
007560,1982.0,93.826,93.826,1.0
007560,1983.0,87.374,87.374,1.0
007594,1980.0,0.004,0.004,1.0
007594,1981.0,0.556,0.556,1.0
007594,1982.0,0.417,0.417,1.0
007594,1983.0,0.073,0.073,1.0
007594,1984.0,0.092,0.092,1.0
007620,1976.0,180.624,0.0,0.0
007620,1977.0,804.948,792.911,0.9850462390117125
007620,1978.0,847.525,830.201,0.9795593050352498
007620,1979.0,1275.366,1258.507,0.9867810495183345
007620,1980.0,1551.9489999999998,1514.091,0.9756061571610923
007620,1981.0,1865.202,1765.097,0.9463302098110553
007620,1982.0,2947.803,1827.062,0.6198046477325656
007620,1983.0,2603.265,1638.682,0.6294718363286105
007620,1984.0,2336.2219999999998,1559.299,0.6674447034571201
007620,1985.0,2243.0190000000002,1467.98,0.6544661458507485
007620,1986.0,1377.732,908.89,0.6597001448757813
007620,1987.0,1545.873,1072.967,0.6940848310307509
007620,1988.0,1519.4199999999998,1050.378,0.6913019441629042
007620,1989.0,1742.0140000000001,1213.327,0.696508179612793
007620,1990.0,2122.072,1511.9,0.7124640445753019
007620,1991.0,1575.342,1177.434,0.7474148470617809
007620,1992.0,1513.699,1178.473,0.7785385337507654
007620,1993.0,1210.451,1193.265,0.9858019862018372
007620,1994.0,1178.081,1151.792,0.9776848960300693
007620,1995.0,1572.148,1227.513,0.7807871777975102
007620,1996.0,1874.982,1460.452,0.7789152109193582
007620,1997.0,2006.686,1616.475,0.8055445645208069
007620,1998.0,1555.1,1211.6,0.779113883351553
007620,1999.0,1440.1999999999998,1400.1,0.9721566449104292
007620,2000.0,2668.7,2668.7,1.0
007620,2001.0,2800.1,2788.4,0.995821577800793
007620,2002.0,2843.4,2843.4,1.0
007620,2003.0,3961.1,3883.4,0.9803842367019263
007620,2004.0,6880.9,6713.7,0.9757008530860789
007620,2005.0,9895.9,9661.9,0.976353843510949
007620,2006.0,12249.2,12029.5,0.98206413480064
007620,2007.0,15450.4,15450.4,1.0
007620,2008.0,19352.5,19352.5,1.0
007620,2009.0,11872.4,11855.9,0.9986102220275597
007620,2010.0,14543.1,14386.6,0.9892388830441928
007620,2011.0,890.5999999999999,741.8,0.8329216258701999
007620,2012.0,3453.7,1038.1,0.30057619364739263
007620,2013.0,4136.0,1798.5,0.4348404255319149
007620,2014.0,4434.5,2201.5,0.4964483030781373
007620,2015.0,2391.6000000000004,1260.2,0.5269275798628532
007620,2016.0,1445.6999999999998,692.3,0.47886836826450857
007620,2017.0,958.3,958.3,1.0
007620,2018.0,1322.5,1300.3,0.9832136105860113
007620,2019.0,2382.0,2370.4,0.9951301427371957
007620,2020.0,1407.067,1405.261,0.9987164790304939
007620,2021.0,2326.4,2321.476,0.9978834250343879
007620,2022.0,3458.541,3435.717,0.9934006854335398
007620,2023.0,2932.804,2921.782,0.9962418218196648
007620,2024.0,2510.3269999999998,2503.79,0.9973959567817261
007628,1982.0,4.089,4.089,1.0
007628,1983.0,3.3,3.3,1.0
007628,1984.0,3.771,3.771,1.0
007628,1985.0,4.28,4.28,1.0
007628,1986.0,2.834,2.834,1.0
007628,1987.0,3.354,3.354,1.0
007628,1988.0,3.154,3.154,1.0
007628,1989.0,3.536,3.536,1.0
007631,1977.0,0.899,0.899,1.0
007631,1978.0,1.449,1.449,1.0
007631,1979.0,1.26,1.26,1.0
007631,1980.0,1.29,1.29,1.0
007631,1981.0,5.471,5.471,1.0
007631,1982.0,4.572,4.572,1.0
007631,1983.0,1.305,1.305,1.0
007631,1984.0,0.675,0.675,1.0
007663,1978.0,0.003,0.0,0.0
007663,1979.0,0.248,0.0,0.0
007663,1980.0,0.69,0.0,0.0
007663,1981.0,0.646,0.0,0.0
007663,1982.0,0.635,0.0,0.0
007663,1983.0,0.545,0.0,0.0
007663,1984.0,0.8,0.0,0.0
007663,1985.0,0.374,0.0,0.0
007663,1986.0,0.128,0.0,0.0
007663,1987.0,0.267,0.0,0.0
007663,1988.0,0.027,0.0,0.0
007663,1989.0,0.002,0.0,0.0
007663,1990.0,0.103,0.0,0.0
007678,1979.0,0.762,0.762,1.0
007678,1980.0,1.463,1.463,1.0
007678,1981.0,2.959,2.959,1.0
007678,1982.0,2.129,2.129,1.0
007678,1983.0,3.273,3.273,1.0
007678,1984.0,3.682,3.682,1.0
007678,1985.0,2.992,2.992,1.0
007678,1986.0,1.325,1.325,1.0
007678,1987.0,1.429,1.429,1.0
007678,1988.0,1.252,1.252,1.0
007678,1989.0,1.133,1.133,1.0
007678,1990.0,3.384,3.384,1.0
007678,1991.0,5.813,5.813,1.0
007678,1992.0,6.102,6.102,1.0
007678,1993.0,7.103,7.103,1.0
007792,1976.0,41.0,27.0,0.6585365853658537
007792,1977.0,159.0,159.0,1.0
007792,1978.0,366.0,154.0,0.4207650273224044
007792,1979.0,636.0,605.0,0.9512578616352201
007792,1980.0,1222.0,819.0,0.6702127659574468
007792,1981.0,881.0,851.0,0.9659477866061293
007792,1982.0,926.0,890.0,0.9611231101511879
007794,1980.0,0.12,0.12,1.0
007794,1981.0,0.586,0.586,1.0
007794,1982.0,0.585,0.585,1.0
007794,1983.0,0.417,0.417,1.0
007794,1984.0,0.452,0.452,1.0
007879,1984.0,14.277,14.277,1.0
007879,1985.0,13.211,13.211,1.0
007879,1986.0,9.413,9.413,1.0
007879,1987.0,4.782,4.782,1.0
007879,1988.0,5.222,5.222,1.0
007887,1981.0,0.299,0.259,0.8662207357859533
007887,1982.0,0.529,0.419,0.7920604914933836
007887,1983.0,0.975,0.975,1.0
007887,1984.0,0.997,0.997,1.0
007890,1982.0,0.0,0.0,
007890,1983.0,0.027,0.027,1.0
007890,1984.0,0.043,0.043,1.0
007890,1985.0,0.517,0.517,1.0
007890,1986.0,0.778,0.778,1.0
007890,1987.0,0.629,0.629,1.0
007890,1988.0,0.614,0.614,1.0
007890,1989.0,0.693,0.693,1.0
007890,1990.0,0.022,0.022,1.0
007890,1991.0,2.896,0.723,0.2496546961325967
007890,1992.0,5.369,2.715,0.5056807599180481
007890,1993.0,7.677,5.077,0.6613260388172464
007910,1981.0,0.408,0.408,1.0
007910,1982.0,0.943,0.943,1.0
007910,1983.0,1.263,1.263,1.0
007910,1984.0,3.119,3.119,1.0
007912,1977.0,141.879,141.879,1.0
007912,1978.0,172.652,172.652,1.0
007912,1979.0,205.288,205.288,1.0
007912,1980.0,271.196,271.196,1.0
007912,1981.0,380.196,380.196,1.0
007912,1982.0,397.917,397.917,1.0
007912,1983.0,270.347,270.347,1.0
007912,1984.0,270.992,270.992,1.0
007912,1985.0,170.015,157.802,0.9281651618974797
007912,1986.0,122.531,116.953,0.954476826272535
007912,1987.0,175.864,175.864,1.0
007912,1988.0,163.033,163.033,1.0
007912,1989.0,172.859,172.859,1.0
007912,1990.0,210.58399999999997,209.563,0.9951515784675
007912,1991.0,214.42000000000002,207.639,0.9683751515716817
007912,1992.0,247.804,226.41,0.9136656389727364
007912,1993.0,265.192,250.636,0.945111466409243
007912,1994.0,290.721,277.467,0.9544098981497724
007912,1995.0,318.673,301.71,0.9467698863725511
007912,1996.0,878.3000000000001,822.2,0.9361266082204258
007912,1997.0,1091.013,1026.75,0.9410978604287942
007912,1998.0,893.571,893.571,1.0
007912,2001.0,677.1859999999999,587.632,0.8677556830767322
007912,2002.0,552.245,444.045,0.8040724678358337
007912,2003.0,799.9259999999999,606.286,0.757927608303768
007912,2004.0,974.971,326.698,0.3350848384208351
007912,2005.0,1625.375,913.564,0.5620635238021995
007912,2006.0,2179.433,1510.689,0.6931568898883333
007912,2007.0,2178.227,1609.626,0.7389615499211056
007912,2008.0,2660.0,2025.0,0.7612781954887218
007912,2009.0,1621.0,1294.0,0.7982726711906231
007912,2010.0,2055.0,1873.0,0.9114355231143553
007912,2011.0,2312.0,2125.0,0.9191176470588235
007912,2012.0,2516.0,2339.0,0.9296502384737679
007912,2013.0,3166.0,3004.0,0.948831332912192
007912,2014.0,3275.0,3175.0,0.9694656488549618
007912,2015.0,1966.0,1961.0,0.9974567650050865
007912,2016.0,2416.0,2416.0,1.0
007927,1984.0,0.343,0.343,1.0
007927,1985.0,0.79,0.79,1.0
007927,1986.0,0.561,0.561,1.0
007927,1987.0,0.379,0.379,1.0
007927,1988.0,1.141,1.141,1.0
007927,1989.0,1.694,1.694,1.0
007927,1990.0,3.583,3.583,1.0
007927,1991.0,3.87,3.87,1.0
007930,1977.0,0.125,0.125,1.0
007930,1978.0,0.326,0.326,1.0
007930,1979.0,0.603,0.603,1.0
007930,1980.0,1.129,1.129,1.0
007930,1981.0,2.71,2.71,1.0
007930,1982.0,3.004,3.004,1.0
007930,1983.0,2.822,2.822,1.0
007930,1984.0,2.672,2.672,1.0
007930,1985.0,1.854,1.854,1.0
007930,1986.0,1.495,1.495,1.0
